id,name,description,type,subtype,session_price,bono_session,image,is_active,created_at,updated_at
"8e7bc7b4-f4be-438d-a79e-86c9e4f106a8",Tinte pestañas,"Tinte profesional para dar color y definición a las pestañas. Duración de hasta 4 semanas.",MIRADA,PESTAÑAS,9.00,0,"https://placehold.co/300x200?text=Tinte+Pestanas",true,"2025-04-05 11:25:00+00","2025-04-05 11:25:00+00"
"1ecd0e1b-bcc3-4c0d-a42b-0764433dba6c",Laminado de cejas,"Alisado y fijación de cejas para un look ordenado y definido. Duración de hasta 6 semanas.",MIRADA,CEJAS,45.00,0,"https://placehold.co/300x200?text=Laminado+Cejas",true,"2025-04-05 11:30:00+00","2025-04-05 11:30:00+00"
"8f0dc83a-fbec-4fa7-8d40-e080a34fd436",Diseño Cejas hilo chico,"Diseño de cejas con hilo para eliminar pelos finos y crear forma precisa. Ideal para cejas delicadas.",MIRADA,CEJAS,15.00,0,"https://placehold.co/300x200?text=Cejas+Hilo+Chico",true,"2025-04-05 11:35:00+00","2025-04-05 11:35:00+00"
"add68972-3d68-486c-9800-9aaeb7b06ac4",Diseño Cejas hilo chica,"Diseño de cejas con hilo para eliminar pelo grueso y definir contorno. Resultado natural y limpio.",MIRADA,CEJAS,12.00,0,"https://placehold.co/300x200?text=Cejas+Hilo+Chica",true,"2025-04-05 11:40:00+00","2025-04-05 11:40:00+00"
"6f764d41-1697-49f0-8c68-44421019c216",Cejas pinza,"Depilación de cejas con pinza para eliminar pelos sueltos y perfeccionar el diseño.",MIRADA,CEJAS,7.00,0,"https://placehold.co/300x200?text=Cejas+Pinza",true,"2025-04-05 11:45:00+00","2025-04-05 11:45:00+00"
"a9914b1d-2483-4275-8f9a-bfd9d5acd5d3",Tinte cejas,"Tinte profesional para dar color y definición a las cejas. Duración de hasta 4 semanas.",MIRADA,CEJAS,9.00,0,"https://placehold.co/300x200?text=Tinte+Cejas",true,"2025-04-05 11:50:00+00","2025-04-05 11:50:00+00"
"436c3da9-d739-4491-ad80-a81fd31ba5ab",Labio,"Depilación de labio con cera o hilo. Rápida, eficaz y con resultado limpio.",DEPILACIONES,CERA,6.00,8.00,"https://placehold.co/300x200?text=Depilacion+Labio",true,"2025-04-05 11:55:00+00","2025-04-05 11:55:00+00"
"364822f0-1610-4cf9-9d2f-88d9b77a7221",Mejillas,"Depilación de mejillas con cera o hilo. Ideal para eliminar vello facial no deseado.",DEPILACIONES,CERA,8.00,10.00,"https://placehold.co/300x200?text=Depilacion+Mejillas",true,"2025-04-05 12:00:00+00","2025-04-05 12:00:00+00"
"8ba4238f-d1ac-4c89-bc76-7d5fc4108835",Mentón o barbilla,"Depilación de mentón o barbilla con cera o hilo. Resultado suave y duradero.",DEPILACIONES,CERA,7.00,10.00,"https://placehold.co/300x200?text=Depilacion+Menton",true,"2025-04-05 12:05:00+00","2025-04-05 12:05:00+00"
"82a39ae2-e4c6-4583-bc91-86bd6d3521f2",Pack Facial,"Pack completo de depilación facial (labio, mejillas, mentón). Ahorro y comodidad en una sola sesión.",DEPILACIONES,CERA,27.90,0,"https://placehold.co/300x200?text=Pack+Facial",true,"2025-04-05 12:10:00+00","2025-04-05 12:10:00+00"
"b311f997-3a41-468e-8bfb-793e8c29bb37",Ingle,"Depilación de ingles con cera o hilo. Resultado limpio y duradero. Opción normal o semi.",DEPILACIONES,CERA,8.00,15.00,"https://placehold.co/300x200?text=Depilacion+Ingle",true,"2025-04-05 12:15:00+00","2025-04-05 12:15:00+00"
"1631e510-06b1-4229-9e68-12674bc52384",Ingle integral,"Depilación completa de ingles (incluyendo línea bikini). Resultado profesional y sin pelos.",DEPILACIONES,CERA,15.00,0,"https://placehold.co/300x200?text=Ingle+Integral",true,"2025-04-05 12:20:00+00","2025-04-05 12:20:00+00"
"4fb889b1-c73d-4a11-b3bb-e75a2ed16af9",Axila,"Depilación de axilas con cera o hilo. Resultado suave y duradero. Ideal para usar con vestidos o camisetas sin mangas.",DEPILACIONES,CERA,8.00,15.00,"https://placehold.co/300x200?text=Depilacion+Axila",true,"2025-04-05 12:25:00+00","2025-04-05 12:25:00+00"
"c9eeb8ff-616f-408b-9ef9-99f46008e409",1/2 Pierna,"Depilación de media pierna con cera o hilo. Ideal para quienes quieren lucir piernas suaves sin comprometer tiempo.",DEPILACIONES,CERA,15.00,0,"https://placehold.co/300x200?text=Media+Pierna",true,"2025-04-05 12:30:00+00","2025-04-05 12:30:00+00"
"d9080451-9584-4886-9a38-c529b98bb33c",Pierna entera,"Depilación completa de piernas con cera o hilo. Resultado profesional y duradero. Ideal para playa o piscina.",DEPILACIONES,CERA,25.00,0,"https://placehold.co/300x200?text=Pierna+Entera",true,"2025-04-05 12:35:00+00","2025-04-05 12:35:00+00"
"d9defd3b-7a82-44ef-b222-dcd7e9de3e5b",Flash,"Manicura express con esmalte de color. Ideal para quien necesita un toque de color rápido.",UÑAS,NORMAL,9.90,16.90,"https://placehold.co/300x200?text=Manicura+Flash",true,"2025-04-05 12:40:00+00","2025-04-05 12:40:00+00"
"64943347-6923-490a-a99c-7df759167c56",Bells,"Manicura completa con esmalte de color y cuidado de cutículas. Resultado profesional y duradero.",UÑAS,NORMAL,12.90,21.90,"https://placehold.co/300x200?text=Manicura+Bells",true,"2025-04-05 12:45:00+00","2025-04-05 12:45:00+00"
"3c3379d4-dd2f-4dfb-a8a3-10abc4cf8575",Bells Spa,"Manicura spa con masaje, exfoliación y esmalte de color. Experiencia relajante y rejuvenecedora.",UÑAS,NORMAL,23.90,30.90,"https://placehold.co/300x200?text=Manicura+Bells+Spa",true,"2025-04-05 12:50:00+00","2025-04-05 12:50:00+00"
"88fb4cee-8146-4694-bc6b-998d816f2cb3",Flash,"Pedículo express con esmalte de color. Ideal para quien necesita un toque de color rápido.",UÑAS,NORMAL,16.90,21.90,"https://placehold.co/300x200?text=Pediculo+Flash",true,"2025-04-05 12:55:00+00","2025-04-05 12:55:00+00"
"cc424c1d-24ba-40a2-9ee7-715be0060faf",Bells,"Pedículo completo con esmalte de color y cuidado de cutículas. Resultado profesional y duradero.",UÑAS,NORMAL,24.90,29.90,"https://placehold.co/300x200?text=Pediculo+Bells",true,"2025-04-05 13:00:00+00","2025-04-05 13:00:00+00"
"046acdde-9c37-4695-abaf-6260121a6fb0",Bells Spa,"Pedículo spa con masaje, exfoliación y esmalte de color. Experiencia relajante y rejuvenecedora.",UÑAS,NORMAL,30.90,39.90,"https://placehold.co/300x200?text=Pediculo+Bells+Spa",true,"2025-04-05 13:05:00+00","2025-04-05 13:05:00+00"
"32d60514-6b17-4ec8-92b3-a08091eac642",Retirada Semi,"Retirada de semipermanente con limpieza y cuidado de uñas. Ideal para quienes cambian de color frecuentemente.",UÑAS,SEMI,3.00,0,"https://placehold.co/300x200?text=Retirada+Semi",true,"2025-04-05 13:10:00+00","2025-04-05 13:10:00+00"
"40b238d3-7398-4fe2-80ea-84e0eb14323c",Retirada Semi No Bells,"Retirada de semipermanente sin servicio adicional. Solo retirada del esmalte.",UÑAS,SEMI,5.00,0,"https://placehold.co/300x200?text=Retirada+Semi+No+Bells",true,"2025-04-05 13:15:00+00","2025-04-05 13:15:00+00"
"98052ba0-164b-4258-92eb-37df3551b4af",Nail Art Semi,"Nail art sobre semipermanente. Diseños personalizados y duraderos.",UÑAS,SEMI,1.50,0,"https://placehold.co/300x200?text=Nail+Art+Semi",true,"2025-04-05 13:20:00+00","2025-04-05 13:20:00+00"
"71693608-93e4-4fd1-b243-2264299acd0a",Reconstrucción de uña,"Reconstrucción de uña dañada con gel o acrílico. Ideal para uñas rotas o débiles.",UÑAS,SEMI,40.00,0,"https://placehold.co/300x200?text=Reconstruccion+Uña",true,"2025-04-05 13:25:00+00","2025-04-05 13:25:00+00"
"f1520cbd-6b87-4c86-80e7-af5d594ebf5b",Postizas Refuerzo,"Aplicación de postizas para reforzar uñas naturales. Ideal para quienes tienen uñas frágiles.",UÑAS,SEMI,30.00,0,"https://placehold.co/300x200?text=Postizas+Refuerzo",true,"2025-04-05 13:30:00+00","2025-04-05 13:30:00+00"
"a0ed504f-9150-4365-8342-9c6c0beba247",Postizas Relleno + Semi,"Aplicación de postizas con relleno y semipermanente. Ideal para uñas largas y duraderas.",UÑAS,SEMI,25.00,0,"https://placehold.co/300x200?text=Postizas+Relleno+Semi",true,"2025-04-05 13:35:00+00","2025-04-05 13:35:00+00"
"4af896e0-5fa8-4834-a0df-735cd4234c6a",Arreglo de uña,"Arreglo de uña con esmalte o semipermanente. Ideal para corregir imperfecciones o roturas.",UÑAS,SEMI,5.00,0,"https://placehold.co/300x200?text=Arreglo+Uña",true,"2025-04-05 13:40:00+00","2025-04-05 13:40:00+00"
"ffc4f8b0-2e3a-4a08-b2ba-31ebca632f11",Maquillaje día,"Maquillaje natural y sutil para uso diario. Ideal para trabajo, universidad o eventos casuales.",MAQUILLAJE,DIA,35.00,0,"https://placehold.co/300x200?text=Maquillaje+Dia",true,"2025-04-05 13:45:00+00","2025-04-05 13:45:00+00"
"e44eb491-8fc7-4ea2-9a5d-04e23e31a540",Maquillaje fiesta,"Maquillaje intenso y duradero para fiestas, bodas o eventos nocturnos. Resistente al agua y sudor.",MAQUILLAJE,FIESTA,50.00,0,"https://placehold.co/300x200?text=Maquillaje+Fiesta",true,"2025-04-05 13:50:00+00","2025-04-05 13:50:00+00"
